URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,PERSONAL PRONOUNS
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,54.0,5.0,0.8305084604998566,0.043866170971103215,30.895522388059703,30.144927536231886,24.416179969716637,30.895522388059703,4.285714285714286,1314.0,0.0
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,41.0,9.0,0.6399999872000003,0.04091653024474915,34.73076923076923,30.730897009966778,26.184666496294405,34.73076923076923,4.428571428571429,1190.0,0.0
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,29.0,9.0,0.5263157756232691,0.04029692466564483,55.36,31.213872832369944,34.62954913294798,55.36,0.7142857142857143,938.0,0.0
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,24.0,4.0,0.7142856887755111,0.040816326471113225,94.6,30.12684989429176,49.890739957716704,94.6,0.14285714285714285,685.0,0.0
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,53.0,72.0,-0.151999998784,0.07817385861277432,38.5,28.295946477764662,26.718378591105864,38.5,3.0,1578.0,0.0
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,44.0,19.0,0.3968253905265811,0.0526755852402378,45.275,27.829928216454995,29.241971286582,45.275,2.142857142857143,1181.0,0.0
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,90.0,41.0,0.37404579867140614,0.07020364412100555,25.951612903225808,24.73586078309509,20.27498947452836,25.951612903225808,5.428571428571429,1827.0,0.0
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,68.0,7.0,0.813333322488889,0.06399317400683176,30.016949152542374,29.19254658385093,23.683798294557324,30.016949152542374,2.142857142857143,1155.0,0.0
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,33.0,5.0,0.7368420858725767,0.03826787508734353,49.6551724137931,28.47222222222222,31.25095785440613,49.6551724137931,1.2857142857142858,984.0,0.0
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,58.0,14.0,0.6111111026234569,0.04878048777182893,36.26984126984127,27.045951859956237,25.326317251919008,36.26984126984127,2.857142857142857,1453.0,0.0
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,54.0,12.0,0.6363636267217633,0.056313993126011944,46.80555555555556,30.56379821958457,30.94774151005605,46.80555555555556,2.4285714285714284,1155.0,0.0
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,44.0,14.0,0.5172413703923902,0.06073298422959897,34.19047619047619,29.596100278551535,25.51463058761109,34.19047619047619,1.8571428571428572,941.0,0.0
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,33.0,5.0,0.7368420858725767,0.04481132070187344,48.583333333333336,32.76157804459691,32.5379645511721,48.583333333333336,0.8571428571428571,842.0,0.0
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,50.0,42.0,0.08695652079395086,0.07437348417593088,28.27536231884058,25.166581240389547,21.37677742369205,28.27536231884058,4.142857142857143,1204.0,0.0
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,37.0,6.0,0.7209302157923206,0.04914285708669388,55.22727272727273,31.02880658436214,34.502431724653945,55.22727272727273,1.4285714285714286,865.0,0.0
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,76.0,23.0,0.535353529945924,0.06313775506177438,34.25,32.159725203950195,26.563890081580077,34.25,4.285714285714286,1538.0,0.0
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,41.0,23.0,0.2812499956054688,0.059369202171271604,50.21875,29.682638456751707,31.960555382700683,50.21875,2.5714285714285716,1058.0,0.0
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,51.0,40.0,0.12087911955077892,0.06867924523118547,32.343283582089555,26.39593908629442,23.49568906735359,32.343283582089555,4.571428571428571,1288.0,0.0
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,57.0,52.0,0.04587155921218753,0.05844504018313938,33.48314606741573,28.389261744966444,24.748963124952873,33.48314606741573,5.142857142857143,1820.0,0.0
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,70.0,26.0,0.45833332855902786,0.05839416054842204,34.607142857142854,24.045407636738904,23.461020197552706,34.607142857142854,3.857142857142857,1612.0,0.0
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,61.0,29.0,0.35555555160493835,0.05353955975399193,28.361702127659573,24.418604651162788,21.112122711528947,28.361702127659573,6.142857142857143,1632.0,0.0
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,56.0,11.0,0.6716417810202719,0.05532617666777359,26.56,25.803212851405622,20.945285140562248,26.56,4.285714285714286,1180.0,0.0
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,72.0,11.0,0.7349397501814489,0.05604321400672301,33.10126582278481,23.938814531548758,22.81603214173343,33.10126582278481,7.142857142857143,1417.0,0.0
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,62.0,11.0,0.6986301274160257,0.07396149941847872,54.57142857142857,28.59947643979058,33.26836200448766,54.57142857142857,3.857142857142857,960.0,0.0
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,74.0,22.0,0.5416666610243056,0.05460750850136091,35.24050632911393,28.160919540229884,25.360570347737525,35.24050632911393,4.285714285714286,1727.0,0.0
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,54.0,83.0,-0.21167883057168738,0.10514197996535533,25.258823529411764,25.430833721471824,20.275862900353435,25.258823529411764,3.0,1271.0,0.0
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,91.0,31.0,0.49180327465735024,0.08885651850775199,25.3,22.48572683355292,19.114290733421168,25.3,4.0,1336.0,0.0
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,55.0,53.0,0.018518518347050757,0.07214428852896172,41.654545454545456,25.31645569620253,26.788400460299194,41.654545454545456,3.0,1476.0,0.0
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,58.0,34.0,0.2608695623818526,0.05405405402229491,29.3,27.00037921880925,22.520151687523704,29.3,4.857142857142857,1667.0,0.0
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,51.0,90.0,-0.27659574271917914,0.10609480804658027,24.444444444444443,25.954545454545453,20.15959595959596,24.444444444444443,3.142857142857143,1295.0,0.0
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,68.0,45.0,0.20353982120761221,0.06945298090383958,41.92307692307692,25.1743119266055,26.83895553987297,41.92307692307692,4.142857142857143,1594.0,0.0
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,50.0,16.0,0.5151515073461893,0.05432098760961235,59.03225806451613,27.377049180327866,34.5637228979376,59.03225806451613,1.5714285714285714,1204.0,0.0
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,66.0,29.0,0.38947368011080336,0.06205094705287332,48.354166666666664,27.617406290392072,30.388629182823497,48.354166666666664,3.7142857142857144,1505.0,0.0
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,60.0,56.0,0.0344827583234245,0.06391184569481441,35.2289156626506,27.18878248974008,24.967079260956275,35.2289156626506,4.142857142857143,1779.0,0.0
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,63.0,17.0,0.5749999928125001,0.02326257632356424,23.971153846153847,23.385479342158042,18.942653275324755,23.971153846153847,4.857142857142857,3404.0,0.0
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,65.0,52.0,0.11111111016144351,0.06565656561972134,30.391752577319586,26.831750339213027,22.889401166613045,30.391752577319586,6.714285714285714,1730.0,0.0
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,56.0,78.0,-0.16417910325239476,0.07382920106125113,37.273972602739725,31.75303197353914,27.610801830511548,37.273972602739725,4.714285714285714,1782.0,0.0
91,https://insights.blackcoffer.com/human-rights-outlook/,29.0,6.0,0.6571428383673475,0.041966426808193735,66.33333333333333,29.81574539363484,38.459631490787274,66.33333333333333,1.0,827.0,0.0
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,61.0,8.0,0.7681159308968706,0.049497847884147884,38.14035087719298,26.12695492180313,25.706922319598444,38.14035087719298,3.2857142857142856,1365.0,0.0
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,68.0,39.0,0.27102803485020527,0.0640335128282265,22.58955223880597,24.34753881731087,18.774836422446736,22.58955223880597,2.2857142857142856,1654.0,0.0
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,83.0,21.0,0.5961538404215977,0.055525894257594285,28.752380952380953,27.3269294468367,22.431724159687064,28.752380952380953,6.0,1827.0,0.0
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,58.0,40.0,0.18367346751353605,0.06911142449286924,38.56140350877193,26.478616924476796,26.016008173299493,38.56140350877193,3.4285714285714284,1394.0,0.0
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,47.0,49.0,-0.020833333116319446,0.04948453605696673,40.52054794520548,27.789046653144016,27.3238378393398,40.52054794520548,4.0,1912.0,0.0
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,44.0,46.0,-0.022222221975308647,0.06666666661728395,34.14754098360656,26.932309169467118,24.431940061229472,34.14754098360656,2.142857142857143,1333.0,0.0
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,66.0,54.0,0.09999999916666667,0.08432888258304365,28.40963855421687,26.123833757421544,21.813388924655367,28.40963855421687,4.714285714285714,1389.0,0.0
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,54.0,31.0,0.2705882321107267,0.06449165397231285,44.285714285714285,27.050691244239633,28.53456221198157,44.285714285714285,4.428571428571429,1287.0,0.0
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,50.0,48.0,0.020408163057059562,0.05850746265163733,37.059701492537314,26.94321385420862,25.601166138698375,37.059701492537314,4.142857142857143,1645.0,1.0
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,31.0,7.0,0.6315789307479229,0.046060606004775025,56.095238095238095,29.45670628183362,34.22077775082869,56.095238095238095,0.7142857142857143,820.0,0.0
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,55.0,51.0,0.0377358487006052,0.0751240254605783,30.506849315068493,25.774584643017512,22.512573583234403,30.506849315068493,4.285714285714286,1377.0,0.0
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,36.0,29.0,0.10769230603550299,0.05489864860228154,38.08695652173913,27.62557077625571,26.285010919197937,38.08695652173913,1.5714285714285714,1172.0,0.0
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,56.0,61.0,-0.04273504236978597,0.0817610062321726,36.459016393442624,28.86690647482014,26.130369147305107,36.459016393442624,3.4285714285714284,1406.0,0.0
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,52.0,39.0,0.14285714128728416,0.06967840729733658,43.94,25.671370050068276,27.84454802002731,43.94,3.7142857142857144,1275.0,0.0
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,37.0,6.0,0.7209302157923206,0.04178814378834971,61.95652173913044,32.21052631578947,37.66681922196797,61.95652173913044,0.7142857142857143,1024.0,0.0
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,41.0,6.0,0.7446808352195567,0.04130052720448108,40.69047619047619,26.09713282621416,26.715043606676144,40.69047619047619,1.8571428571428572,1125.0,0.0
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,61.0,62.0,-0.008130081234714787,0.08500345536627266,51.651162790697676,27.55515533543449,31.682527250452864,51.651162790697676,3.0,1426.0,0.0
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,58.0,33.0,0.2747252717063157,0.0848880596223059,43.926829268292686,22.987229317046083,26.765623434135506,43.926829268292686,1.5714285714285714,1057.0,0.0
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,34.0,42.0,-0.10526315650969531,0.05234159776009532,36.266666666666666,27.527573529411764,25.517696078431374,36.266666666666666,1.5714285714285714,1441.0,0.0
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,43.0,38.0,0.06172839429964946,0.05986696226173912,35.278688524590166,27.973977695167285,25.301066487902983,35.278688524590166,1.4285714285714286,1342.0,0.0
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,54.0,55.0,-0.009174311842437506,0.07585247037171018,33.984375,28.000000000000004,24.793750000000003,33.984375,3.0,1413.0,0.0
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,52.0,39.0,0.14285714128728416,0.059052563232282564,37.828125,26.435357290375876,25.705392916150352,37.828125,3.4285714285714284,1515.0,0.0
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,77.0,52.0,0.19379844811008956,0.07724550893578112,33.875,25.166051660516604,23.616420664206643,33.875,5.285714285714286,1633.0,1.0
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,53.0,50.0,0.02912621330945424,0.053120165006126784,34.59770114942529,26.943521594684384,24.61648909764387,34.59770114942529,5.571428571428571,1900.0,1.0
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,55.0,29.0,0.3095238058390023,0.0731707316435795,70.85185185185185,22.16414009409305,37.206396778377965,70.85185185185185,1.1428571428571428,1139.0,1.0
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,71.0,87.0,-0.1012658221438872,0.07806324106815057,38.548780487804876,26.795317937361595,26.137639370066587,38.548780487804876,6.571428571428571,1977.0,0.0
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,61.0,60.0,0.00826446274161601,0.08350586605693176,27.280898876404493,23.064250411861615,20.138059715306444,27.280898876404493,4.714285714285714,1415.0,0.0
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,36.0,17.0,0.35849055927376305,0.05402650351271508,50.96296296296296,30.523255813953487,32.59448751076658,50.96296296296296,1.2857142857142858,972.0,0.0
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,75.0,98.0,-0.13294797611012732,0.07702582365225921,33.97,27.082720047100384,24.421088018840152,33.97,5.285714285714286,2209.0,0.0
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,64.0,69.0,-0.03759398467974448,0.09140893464507976,35.986666666666665,22.267506483882922,23.30166926021984,35.986666666666665,4.857142857142857,1420.0,0.0
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,59.0,74.0,-0.11278195403923343,0.07228260865636814,31.329787234042552,25.806451612903224,22.85449553877831,31.329787234042552,4.571428571428571,1805.0,0.0
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,70.0,88.0,-0.1139240499118731,0.08638600323324985,35.188235294117646,26.37913741223671,24.626949082541742,35.188235294117646,6.0,1787.0,0.0
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,77.0,77.0,0.0,0.07436021242184442,41.60526315789474,28.589500316255535,28.077905389660113,41.60526315789474,5.428571428571429,2033.0,0.0
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,85.0,24.0,0.5596330223886878,0.058071390485843685,40.38157894736842,27.012056044314107,26.95745399667301,40.38157894736842,4.285714285714286,1845.0,0.0
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,45.0,30.0,0.19999999733333337,0.0596184419239917,42.30434782608695,27.543679342240495,27.93921086733098,42.30434782608695,2.142857142857143,1243.0,0.0
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,74.0,100.0,-0.14942528649755582,0.09830508469022312,36.16883116883117,27.073608617594253,25.29697591457017,36.16883116883117,5.142857142857143,1734.0,0.0
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,61.0,53.0,0.07017543798091722,0.08482142850831738,38.30909090909091,27.764594209776934,26.42947404754714,38.30909090909091,8.285714285714286,1284.0,0.0
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,33.0,33.0,0.0,0.05400981992306888,43.725,29.10234419668382,29.130937678673533,43.725,1.1428571428571428,1214.0,0.0
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,53.0,67.0,-0.11666666569444445,0.06176016466198653,48.166666666666664,25.77854671280277,29.578085351787777,48.166666666666664,4.142857142857143,1914.0,0.0
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,122.0,36.0,0.5443037940233937,0.08229166662380642,36.888888888888886,27.141900937081658,25.61231593038822,36.888888888888886,6.857142857142857,1866.0,0.0
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,56.0,30.0,0.30232557787993514,0.05398618954552028,35.71830985915493,26.853312302839115,25.028648864797617,35.71830985915493,3.4285714285714284,1568.0,0.0
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,80.0,37.0,0.3675213643801593,0.08297872334540515,42.0,32.52380952380952,29.80952380952381,42.0,2.5714285714285716,1391.0,0.0
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,36.0,19.0,0.3090909034710745,0.05298651247303804,57.92,31.560773480662984,35.792309392265196,57.92,0.7142857142857143,1033.0,0.0
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,36.0,12.0,0.4999999895833336,0.05063291133899482,45.225806451612904,28.245363766048502,29.388468087064567,45.225806451612904,1.1428571428571428,936.0,0.0
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,27.0,23.0,0.07999999840000004,0.05154639169943671,41.885714285714286,28.990450204638474,28.35046579614111,41.885714285714286,1.5714285714285714,958.0,0.0
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,32.0,13.0,0.4222222128395064,0.05022321422966159,71.33333333333333,28.971962616822427,40.122118380062304,71.33333333333333,0.8571428571428571,890.0,0.0
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,31.0,18.0,0.2653061170345691,0.05549263866875126,53.625,30.691530691530694,33.72661227661228,53.625,0.8571428571428571,877.0,0.0
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,74.0,32.0,0.3962264113563546,0.08892617442204179,39.27906976744186,30.905861456483123,28.073972489569996,39.27906976744186,1.8571428571428572,1179.0,0.0
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,44.0,58.0,-0.13725490061514803,0.07343412521711006,41.78431372549019,27.451900516189582,27.69448569667191,41.78431372549019,3.0,1368.0,0.0
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,36.0,53.0,-0.19101123380886253,0.06727135293479111,49.57142857142857,25.696445725264166,30.107149718677096,49.57142857142857,2.4285714285714284,1305.0,0.0
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,69.0,74.0,-0.034965034720524237,0.07634810460419214,35.35294117647059,28.21963394342762,25.429030047959284,35.35294117647059,4.714285714285714,1840.0,0.0
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,32.0,30.0,0.03225806399583768,0.055655296179842634,36.17391304347826,28.90625,26.032065217391303,36.17391304347826,2.2857142857142856,1098.0,0.0
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,24.0,4.0,0.7142856887755111,0.040816326471113225,94.6,30.12684989429176,49.890739957716704,94.6,0.14285714285714285,685.0,0.0
145,https://insights.blackcoffer.com/blockchain-in-fintech/,44.0,20.0,0.3749999941406251,0.05039370074772149,43.52173913043478,27.972027972027973,28.597506840985105,43.52173913043478,4.0,1242.0,0.0
146,https://insights.blackcoffer.com/blockchain-for-payments/,49.0,33.0,0.19512194883997624,0.06312548109074251,33.758620689655174,29.36670071501532,25.2501285618682,33.758620689655174,4.571428571428571,1267.0,0.0
147,https://insights.blackcoffer.com/the-future-of-investing/,67.0,18.0,0.5764705814532873,0.046600877167433725,38.18055555555556,28.228446707893777,26.563600905379737,38.18055555555556,5.714285714285714,1780.0,0.0
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,56.0,53.0,0.02752293552731252,0.07208994704226855,30.4,29.51754385964912,23.967017543859647,30.4,5.142857142857143,1472.0,0.0
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,64.0,7.0,0.8028168901011706,0.059714045366094155,46.8421052631579,32.47191011235955,31.72560615020698,46.8421052631579,1.5714285714285714,1178.0,0.0
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,62.0,44.0,0.1698113191527234,0.07742878007492418,27.307692307692307,28.075117370892016,22.15312387143373,27.307692307692307,3.857142857142857,1342.0,0.0
